"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"18864",84240,"empty_field","Trying To Be Cool",44,0.0146,0.485,-1,0.758,0.0171,"A",0.315,-4.901,"Minor",0.034,"113.96600000000001","4-Apr",0.487,"Alternative"
"18866",80599,"Yo La Tengo","My Heart's Not In It",52,0.821,0.587,168013,0.382,9.21e-05,"A",0.0864,-9.804,"Major",0.0302,"125.425","4-Apr",0.346,"Alternative"
"18868",71670,"Xavier Omär","Speculate",49,0.701,0.593,210280,0.25,1.23e-06,"B",0.421,-10.152,"Minor",0.0349,"119.89299999999999","4-Apr",0.449,"Alternative"
"18871",30658,"empty_field","Not In Love - Radio Version",56,0.00172,0.487,226987,0.98,0.00282,"G",0.358,-4.21,"Minor",0.0868,"135.93","4-Apr",0.175,"Alternative"
"18901",20235,"Blood Orange","Tuesday Feeling (Choose To Stay)",56,0.748,0.573,177163,0.48,5.7e-06,"G#",0.439,-9.562,"Minor",0.0742,"173.43","4-Apr",0.442,"Alternative"
"18903",20583,"The Chemical Brothers","Got To Keep On",57,0.048,0.721,316680,0.867,0.125,"F#",0.0828,-6.209,"Minor",0.0528,"125.005","4-Apr",0.917,"Alternative"
"18904",33279,"Julieta Venegas","Eres para Mí (with Anita Tijoux)",59,0.0701,0.8,192760,0.685,6.22e-06,"F#",0.278,-5.841,"Minor",0.0778,"?","4-Apr",0.899,"Alternative"
"18906",67676,"Lukas Nelson and Promise of the Real","Forget About Georgia",45,0.236,0.626,497280,0.602,0.0256,"G#",0.184,-6.511,"Major",0.0304,"128.898","4-Apr",0.315,"Alternative"
"18907",47705,"Rammstein","ROSENROT",50,0.00143,0.592,234707,0.636,0.527,"G#",0.0687,-5.597,"Major",0.0272,"?","4-Apr",0.178,"Alternative"
"18908",43169,"Pantera","Psycho Holiday",47,8.49e-06,0.291,319133,0.925,0.114,"F#",0.0733,-9.901,"Minor",0.0714,"104.12","4-Apr",0.233,"Alternative"
"18910",83865,"Volbeat","The Gates Of Babylon",41,7.68e-05,0.496,274301,0.918,0.000124,"F",0.121,-3.473,"Major",0.0573,"116.039","4-Apr",0.338,"Alternative"
"18913",87068,"My Morning Jacket","Rocket Man",51,0.534,0.565,299827,0.27,0.0362,"D#",0.107,-9.591,"Major",0.0302,"120.30799999999999","4-Apr",0.119,"Alternative"
"18918",76639,"Metric","Help I'm Alive",56,0.00813,0.565,285920,0.877,0.00251,"F",0.26,-4.561,"Minor",0.0614,"118.484","4-Apr",0.389,"Alternative"
"18923",74847,"The Menzingers","Your Wild Years",45,2.16e-05,0.398,234546,0.968,0.00569,"C#",0.105,-4.282,"Major",0.035,"156.42700000000002","4-Apr",0.791,"Alternative"
"18937",30018,"The Dangerous Summer","Where I Want To Be",44,0.00122,0.456,218907,0.916,0,"A",0.256,-4.007,"Major",0.0771,"138.036","4-Apr",0.569,"Alternative"
"18940",33221,"empty_field","Fucking With My Head",54,0.00036,0.464,163726,0.948,0.00065,"A#",0.571,-4.368,"Minor",0.115,"145.1","4-Apr",0.607,"Alternative"
"18941",47341,"Big K.R.I.T.","Country Sh*t (Remix)",48,0.00141,0.734,242467,0.589,0,"A#",0.363,-6.064,"Minor",0.0405,"128.034","4-Apr",0.22,"Alternative"
"18946",28443,"dvsn","Run Away",50,0.1,0.764,140293,0.33,0.506,"D",0.139,-12.801,"Minor",0.0427,"119.978","4-Apr",0.0686,"Alternative"
"18948",35555,"The Strokes","Tap Out",52,0.0176,0.737,222360,0.745,0.381,"A",0.306,-5.944,"Major",0.0351,"115.98899999999999","4-Apr",0.629,"Alternative"
"18969",90667,"The Neighbourhood","#icanteven",55,0.114,0.359,234480,0.625,1.9e-05,"F#",0.0787,-9.387,"Minor",0.146,"111.866","4-Apr",0.154,"Alternative"
"18978",26589,"311","'Til the City's On Fire",40,0.0456,0.637,176907,0.795,0,"F#",0.248,-6.933,"Minor",0.0735,"91.524","4-Apr",0.522,"Alternative"
"18979",22928,"Ryan Bingham","Hallelujah",47,0.735,0.615,300453,0.41,4.52e-05,"B",0.103,-12.057,"Major",0.0313,"128.855","4-Apr",0.274,"Alternative"
"18985",60218,"Flight Facilities","Need You",46,0.226,0.759,200526,0.733,0.0113,"G#",0.0963,-6.699,"Major",0.0346,"117.98","4-Apr",0.439,"Alternative"
"18989",20830,"empty_field","Sorry",55,0.0315,0.54,228387,0.773,0,"D",0.176,-3.627,"Major",0.0288,"130.952","4-Apr",0.381,"Alternative"
"19035",80971,"Veruca Salt","Volcano Girls",50,0.00135,0.543,198763,0.953,0,"E",0.404,-2.712,"Major",0.0414,"131.425","4-Apr",0.589,"Alternative"
"19045",64125,"Queens of the Stone Age","If I Had A Tail",55,0.636,0.602,295587,0.85,3.26e-05,"B",0.663,-6.602,"Major",0.1,"112.07700000000001","4-Apr",0.339,"Alternative"
"19074",75189,"Rammstein","PUPPE",72,0.0229,0.581,-1,0.822,0,"B",0.126,-7.341,"Major",0.0574,"116.929","4-Apr",0.3,"Alternative"
"19081",88234,"6LACK","Nonchalant",63,0.337,0.569,183265,0.378,8.69e-05,"B",0.128,-12.359,"Minor",0.413,"80.428","4-Apr",0.0617,"Alternative"
"19097",45010,"Gorillaz","We Got the Power (feat. Jehnny Beth)",51,0.228,0.507,139560,0.985,3.31e-05,"C",0.19,-2.392,"Major",0.153,"150.059","4-Apr",0.394,"Alternative"
"19102",23959,"Yeek","Slept on",40,0.566,0.513,185260,0.274,0,"G",0.0924,-15.904,"Major",0.0453,"183.81799999999998","4-Apr",0.463,"Alternative"
"19105",68254,"empty_field","Unity",50,0.000363,0.489,252800,0.963,7.43e-05,"C",0.0722,-2.932,"Major",0.0531,"120.015","4-Apr",0.303,"Alternative"
"19113",21129,"Audioslave","Your Time Has Come",47,0.0109,0.303,-1,0.967,4.48e-05,"D",0.196,-2.63,"Major",0.0751,"133.615","4-Apr",0.424,"Alternative"
"19122",22641,"Linkin Park","Leave Out All The Rest",65,0.209,0.509,209307,0.629,1.99e-06,"C",0.369,-6.434,"Major",0.0335,"80.012","4-Apr",0.237,"Alternative"
"19126",44013,"empty_field","Want Me Around",48,0.00699,0.452,211101,0.962,1.01e-05,"C",0.0997,-3.225,"Minor",0.127,"101.885","4-Apr",0.527,"Alternative"
"19148",73688,"Chairlift","Bruises",53,0.0175,0.579,-1,0.554,0.0221,"C",0.101,-7.08,"Major",0.0587,"185.183","4-Apr",0.838,"Alternative"
"19149",75106,"Natalia Lafourcade","Tú Sí Sabes Quererme (feat. Los Macorinos)",62,0.782,0.664,244933,0.46,3.2e-06,"C#",0.176,-10.974,"Minor",0.105,"170.05700000000002","4-Apr",0.792,"Alternative"
"19167",26084,"Static-X","Bled for Days",50,1.17e-05,0.617,225400,0.926,0.0971,"A#",0.143,-4.491,"Major",0.0509,"125.01799999999999","4-Apr",0.61,"Alternative"
"19169",86424,"Naji","Might Just",41,0.0276,0.625,172095,0.315,0.0876,"B",0.0934,-11.869,"Minor",0.0537,"147.81","4-Apr",0.145,"Alternative"
"19174",88276,"Eric B. & Rakim","Don't Sweat The Technique",51,0.00731,0.754,262800,0.888,0.00212,"E",0.0821,-8.393,"Major",0.176,"105.927","4-Apr",0.781,"Alternative"
"19190",45406,"empty_field","Coo Coo Coo",45,0.0613,0.829,-1,0.814,0.155,"F#",0.562,-5.108,"Minor",0.0423,"110.024","4-Apr",0.78,"Alternative"
"19193",24937,"Gabriel Garzón-Montano","6 8",45,0.904,0.668,-1,0.0556,0.00281,"C",0.0752,-13.137,"Major",0.0811,"115.896","3-Apr",0.165,"Alternative"
"19212",48178,"Mon Laferte","Primaveral",54,0.286,0.629,231653,0.645,0.128,"F",0.102,-5.412,"Major",0.0237,"99.99","4-Apr",0.547,"Alternative"
"19233",54412,"Jay Wile","Honest",46,0.899,0.432,202116,0.268,0,"F#",0.14,-11.673,"Minor",0.0364,"111.41799999999999","4-Apr",0.34,"Alternative"
"19245",69201,"Atreyu","Lip Gloss And Black",45,0.0002399999999999,0.274,304613,0.809,0.0206,"G#",0.281,-7.146,"Major",0.0818,"168.48","4-Apr",0.207,"Alternative"
"19247",20156,"Dread Mar I","Decide Tú",62,0.126,0.789,248467,0.448,0,"C",0.178,-7.514,"Major",0.0441,"145.997","4-Apr",0.727,"Alternative"
"19261",60787,"Barns Courtney","You And I",57,0.00862,0.631,176680,0.837,0,"C#",0.145,-4.917,"Major",0.0611,"99.98100000000001","4-Apr",0.523,"Alternative"
"19297",33481,"Doja Cat","Roll With Us",49,0.00434,0.664,-1,0.637,5e-06,"D",0.199,-5.593,"Major",0.0283,"121.975","4-Apr",0.125,"Alternative"
"19298",20077,"Dounia","LOWKEY GRL (feat. Moroccan Doll)",42,0.29,0.42,-1,0.824,0,"A#",0.117,-3.704,"Minor",0.167,"79.723","4-Apr",0.458,"Alternative"
"19303",80170,"Five Finger Death Punch","The Pride",56,8.96e-06,0.492,-1,0.987,0,"E",0.231,-3.398,"Major",0.122,"103.98","4-Apr",0.354,"Alternative"
"19311",25692,"Citizen","The Night I Drove Alone",49,0.165,0.482,133553,0.448,0.000185,"B",0.107,-8.282,"Minor",0.0469,"126.704","4-Apr",0.316,"Alternative"
"19316",72901,"Cults","Always Forever",56,0.00181,0.174,223747,0.742,0.281,"G#",0.198,-5.93,"Major",0.0485,"163.378","4-Apr",0.36,"Alternative"
"19325",66940,"FKA twigs","Cellophane",62,0.884,0.463,204249,0.282,0.000158,"D",0.0983,-12.075,"Major",0.0424,"?","4-Apr",0.244,"Alternative"
"19335",38364,"The Black Keys","Money Maker",52,0.000314,0.503,177240,0.741,0.574,"F",0.44,-5.672,"Major",0.0357,"120.99799999999999","4-Apr",0.544,"Alternative"
"19337",35276,"Always Never","Canadian Dubai",45,0.0697,0.671,-1,0.519,0,"F",0.273,-6.156,"Minor",0.0454,"140.006","4-Apr",0.265,"Alternative"
"19355",40409,"X Ambassadors","Gorgeous",49,0.0185,0.514,197040,0.827,0,"B",0.192,-4.19,"Minor",0.1,"91.20100000000001","4-Apr",0.382,"Alternative"
"19359",56076,"Duckwrth","LOVE IS LIKE A MOSHPIT",43,0.373,0.698,177133,0.709,0,"G#",0.0996,-6.99,"Minor",0.228,"176.084","4-Apr",0.354,"Alternative"
"19380",73574,"QUIN","MUSHROOM CHOCOLATE (with 6LACK)",59,0.764,0.728,-1,0.547,4.37e-05,"A#",0.0886,-5.165,"Minor",0.0566,"?","4-Apr",0.535,"Alternative"
"19393",89629,"Theory of a Deadman","All or Nothing",52,0.0289,0.419,210560,0.785,0,"A#",0.0799,-4.483,"Minor",0.0313,"152.053","4-Apr",0.332,"Alternative"
"19398",35005,"Incubus","Loneliest",45,0.0799,0.63,217027,0.564,4.51e-06,"F#",0.108,-5.982,"Minor",0.0553,"138.136","4-Apr",0.35,"Alternative"
"19399",58461,"Candlebox","Far Behind",63,0.00187,0.552,299733,0.645,1.38e-06,"G",0.0424,-6.595,"Major",0.0268,"89.51799999999999","4-Apr",0.588,"Alternative"
"19409",70975,"Nickelback","If Today Was Your Last Day",65,8.67e-05,0.485,249067,0.911,0,"D#",0.092,-5.749,"Major",0.0355,"89.956","4-Apr",0.568,"Alternative"
"19433",89834,"MISSIO","I Don't Even Care About You",50,0.000708,0.539,215413,0.704,0.0036799999999999,"B",0.0782,-6.861,"Minor",0.045,"145.056","4-Apr",0.185,"Alternative"
"19435",73487,"Warren Zevon","Lawyers, Guns and Money - 2007 Remaster",49,0.0671,0.641,210480,0.78,0.00181,"A",0.0562,-6.675,"Major",0.0351,"94.228","4-Apr",0.746,"Alternative"
"19442",28112,"Air","Alone in Kyoto",53,0.958,0.525,291000,0.366,0.751,"C",0.137,-16.488,"Major",0.0718,"179.956","4-Apr",0.0785,"Alternative"
"19458",40935,"grandson","Apologize",64,0.00121,0.535,198694,0.836,0,"D",0.102,-5.593,"Major",0.0746,"85.005","4-Apr",0.443,"Alternative"
"19462",83035,"Earshot","Wait",53,8.38e-06,0.502,213000,0.934,0.164,"A",0.0921,-3.899,"Major",0.0553,"102.12100000000001","4-Apr",0.477,"Alternative"
"19463",42163,"Yeek","Shake",52,0.0124,0.751,188238,0.533,0.653,"A",0.178,-6.505,"Minor",0.317,"69.999","4-Apr",0.447,"Alternative"
"19482",49561,"Avenged Sevenfold","A Little Piece of Heaven",63,0.0244,0.486,-1,0.881,0,"D",0.429,-5.623,"Minor",0.0474,"144.997","4-Apr",0.667,"Alternative"
"19501",52216,"Radiohead","Man of War",51,0.0131,0.274,269093,0.472,0.069,"A",0.0802,-7.614,"Minor",0.0263,"148.996","4-Apr",0.14,"Alternative"
"19510",65570,"Trophy Eyes","Heaven Sent",43,0.189,0.378,216000,0.916,0,"F#",0.275,-1.173,"Major",0.0657,"115.235","4-Apr",0.415,"Alternative"
"19528",87608,"Breaking Benjamin","Torn in Two",58,0.000113,0.354,257453,0.943,0.0187,"F",0.104,-3.633,"Major",0.288,"94.416","4-Apr",0.367,"Alternative"
"19538",74260,"Linkin Park","BURN IT DOWN",69,0.0143,0.585,230253,0.972,0,"A",0.0707,-4.45,"Minor",0.0534,"110.006","4-Apr",0.585,"Alternative"
"19550",70576,"Sanctus Real","Commitment",49,0.00208,0.421,216991,0.733,0,"C",0.128,-5.259,"Major",0.0338,"171.81400000000002","4-Apr",0.438,"Alternative"
"19596",81789,"Static-X","I'm with Stupid",51,8.69e-05,0.551,204627,0.982,0.0003799999999999,"G",0.219,-5.208,"Major",0.0898,"138.064","4-Apr",0.491,"Alternative"
"19613",31900,"Smino","Maraca",42,0.602,0.579,205199,0.555,0,"F#",0.129,-8.853,"Minor",0.742,"144.884","3-Apr",0.597,"Alternative"
"19623",27209,"Deltron 3030","Mastermind",47,0.00224,0.741,214307,0.657,0.0075599999999999,"C",0.0825,-9.589,"Minor",0.0374,"94.211","4-Apr",0.25,"Alternative"
"19635",62761,"Breaking Benjamin","Anthem Of The Angels",48,0.00043,0.342,242720,0.792,0.00202,"E",0.111,-4.305,"Minor",0.0424,"115.012","4-Apr",0.331,"Alternative"
"19639",23133,"Calle 13","Adentro",58,0.452,0.333,292920,0.808,0,"E",0.427,-6.476,"Minor",0.26,"82.15","4-Apr",0.518,"Alternative"
"19649",49656,"Tyminski","Southern Gothic",36,0.277,0.654,235400,0.683,0,"A",0.205,-4.069,"Minor",0.0337,"124.889","4-Apr",0.449,"Alternative"
"19659",50966,"Miranda!","Don",62,0.0215,0.824,183973,0.738,0,"F#",0.0495,-5.431,"Major",0.0867,"119.973","4-Apr",0.961,"Alternative"
"19665",26130,"Disturbed","Another Way to Die",51,8.46e-05,0.621,253387,0.967,0.00612,"F#",0.12,-2.35,"Major",0.0692,"112.01700000000001","4-Apr",0.315,"Alternative"
"19682",85462,"Interpol","Evil",61,0.00128,0.497,215827,0.738,0.653,"F",0.0725,-4.09,"Major",0.0396,"?","4-Apr",0.599,"Alternative"
"19684",79989,"Slipknot","If Rain Is What You Want",47,0.00976,0.62,380907,0.643,0.0231,"G",0.15,-5.808,"Major",0.0348,"124.97399999999999","4-Apr",0.108,"Alternative"
"19692",20921,"Slipknot","All Hope Is Gone",55,0.00221,0.556,284760,0.996,0.0001419999999999,"C#",0.265,-2.517,"Major",0.171,"100.061","4-Apr",0.206,"Alternative"
"19702",80886,"Oliver Tree","Enemy",60,0.31,0.725,114313,0.504,0,"F#",0.116,-3.544,"Minor",0.0471,"?","4-Apr",0.0723,"Alternative"
"19727",83374,"Emotional Oranges","Someone Else",48,0.0199,0.751,195907,0.539,0.0788,"E",0.222,-8.792,"Minor",0.0292,"101.984","4-Apr",0.486,"Alternative"
"19733",44282,"Badflower","Soap",40,0.000188,0.442,212787,0.99,0.00138,"B",0.24,-3.843,"Major",0.16,"?","4-Apr",0.04,"Alternative"
"19740",33571,"Blood Orange","Seven Hours Part 1",54,0.136,0.729,160708,0.842,0,"C",0.37,-5.566,"Major",0.25,"99.15899999999999","4-Apr",0.789,"Alternative"
"19753",33004,"The Avett Brothers","I Wish I Was",57,0.814,0.555,316440,0.306,0,"B",0.187,-8.766,"Major",0.0311,"110.51100000000001","4-Apr",0.272,"Alternative"
"19770",47831,"Third Day","God of Wonders",45,0.182,0.388,279173,0.888,0,"A#",0.961,-3.169,"Major",0.0402,"83.447","4-Apr",0.432,"Alternative"
"19776",37877,"Jay Prince","With U",49,0.00511,0.657,-1,0.49,8.96e-06,"G#",0.0918,-6.507,"Minor",0.0378,"133.998","4-Apr",0.434,"Alternative"
"19777",62073,"Peach Tree Rascals","Someday",45,0.691,0.494,354873,0.344,0.112,"D",0.126,-9.379,"Major",0.0532,"113.822","3-Apr",0.329,"Alternative"
"19795",27304,"Casting Crowns","In the Hands of the Potter",44,0.53,0.272,248640,0.466,0,"G",0.119,-7.79,"Major",0.0297,"82.514","3-Apr",0.277,"Alternative"
"19798",21300,"Grouplove","Ways to Go",62,0.0033799999999999,0.577,215520,0.827,0.000647,"G",0.26,-7.54,"Major",0.0365,"101.031","4-Apr",0.179,"Alternative"
"19826",37197,"Red Hot Chili Peppers","21st Century",49,0.00624,0.607,262333,0.89,0.135,"D",0.14,-3.148,"Major",0.0504,"115.941","4-Apr",0.671,"Alternative"
"19844",36332,"Janelle Monáe","Screwed (feat. Zoë Kravitz)",55,0.0441,0.73,-1,0.681,0.000245,"G#",0.27,-7.582,"Minor",0.0405,"106.01700000000001","4-Apr",0.446,"Alternative"
"19857",24766,"Franz Ferdinand","Love Illumination",56,0.0978,0.53,222282,0.864,3.12e-06,"E",0.153,-3.323,"Minor",0.0557,"153.314","4-Apr",0.85,"Alternative"
"19866",53780,"Franz Ferdinand","Do You Want To",55,0.0783,0.413,215000,0.942,0.000412,"C",0.689,-2.871,"Major",0.0453,"123.085","4-Apr",0.759,"Alternative"
"19869",64673,"Mazzy Star","Flowers In December",44,0.116,0.59,297893,0.229,0.00168,"G",0.0854,-13.174,"Major",0.0301,"96.85600000000001","4-Apr",0.168,"Alternative"
"19873",47946,"Florence + The Machine","Blinding",42,0.11,0.512,275533,0.793,0.0105,"A",0.342,-6.124,"Minor",0.0381,"108.052","4-Apr",0.268,"Alternative"
"19921",42922,"Avenged Sevenfold","God Hates Us",52,0.000321,0.453,319187,0.959,0.14,"C",0.132,-6.121,"Minor",0.119,"139.997","4-Apr",0.204,"Alternative"
"19933",63709,"Alice In Chains","Dam That River",50,0.00647,0.427,189360,0.913,0,"F#",0.471,-5.545,"Minor",0.0806,"124.421","4-Apr",0.47,"Alternative"
"19934",60098,"Buckcherry","Crazy Bitch",62,0.0247,0.661,204960,0.978,0,"C#",0.0856,-3.064,"Minor",0.107,"98.01899999999999","4-Apr",0.592,"Alternative"
"19955",22563,"AWOLNATION","I Am",47,0.171,0.573,274323,0.746,0.000187,"E",0.276,-4.921,"Major",0.0286,"130.004","4-Apr",0.271,"Alternative"
"19960",40061,"Sponge","Plowed",50,0.00252,0.412,197000,0.88,4.39e-05,"C#",0.09,-9.001,"Major",0.045,"105.241","4-Apr",0.234,"Alternative"
"19984",43065,"empty_field","Wasteland",58,0.749,0.511,183283,0.441,0,"E",0.123,-10.264,"Minor",0.0563,"125.117","4-Apr",0.382,"Alternative"
"19993",42463,"Alina Baraz","Floating (feat. Khalid) [filous Remix]",62,0.472,0.757,200865,0.614,0,"E",0.161,-6.828,"Major",0.126,"90.523","4-Apr",0.616,"Alternative"
"19996",31035,"Linkin Park","In the End",80,0.0103,0.542,216933,0.853,0,"D#",0.108,-6.407,"Minor",0.0498,"105.256","4-Apr",0.37,"Alternative"
"19999",30759,"Gorillaz","DARE",69,0.0226,0.76,245000,0.891,0.0868,"B",0.298,-5.852,"Minor",0.0372,"120.265","4-Apr",0.966,"Alternative"
"20001",31094,"Five Finger Death Punch","Stuck in My Ways",49,0.00148,0.435,236755,0.988,0,"A",0.247,-3.161,"Minor",0.114,"164.05700000000002","4-Apr",0.0952,"Alternative"
"20015",42293,"Shotgun Rider","Bottom of This Crown",36,0.238,0.618,205587,0.727,0,"G#",0.103,-6.068,"Major",0.036,"116.90700000000001","4-Apr",0.599,"Country"
"20020",30060,"Danielle Bradbery","Messy",41,0.0762,0.7,205067,0.597,6.35e-06,"C#",0.345,-6.812,"Major",0.0438,"?","4-Apr",0.171,"Country"
"20023",22428,"Willie Nelson","Help Me Make It Through the Night",41,0.794,0.59,239227,0.216,0.00405,"D",0.111,-13.796,"Major",0.0355,"141.453","4-Apr",0.39,"Country"
"20035",68410,"Pure Prairie League","Amie",55,0.567,0.553,260933,0.449,0,"A",0.0892,-11.722,"Major",0.0292,"88.788","4-Apr",0.423,"Country"
"20036",56021,"Townes Van Zandt","Poncho & Lefty",53,0.753,0.637,220573,0.279,0,"C#",0.256,-14.22,"Major",0.031,"133.369","4-Apr",0.715,"Country"
"20038",38352,"empty_field","Chattanooga Lucy - Live At CenturyLink Center, Omaha, NE / April 8, 2017",35,0.0394,0.646,-1,0.829,0.000266,"G",0.946,-7.556,"Major",0.0493,"111.12799999999999","4-Apr",0.433,"Country"
"20064",67336,"Taylor Ray Holbrook","Dear Topanga",36,0.0334,0.515,204267,0.54,1.32e-05,"A#",0.102,-6.769,"Major",0.0281,"141.887","4-Apr",0.269,"Country"
"20066",53074,"Willie Nelson","Don't Think Twice, It's Alright",40,0.369,0.539,250627,0.601,0.0799,"D",0.337,-12.138,"Major",0.0393,"105.354","4-Apr",0.519,"Country"
"20072",69604,"empty_field","American Bad Dream",56,0.03,0.579,-1,0.771,1.63e-06,"A#",0.298,-5.497,"Minor",0.038,"?","4-Apr",0.609,"Country"
"20081",70069,"Matt Mason","E",46,0.0817,0.657,228827,0.736,0,"A",0.302,-7.73,"Minor",0.0766,"113.96","4-Apr",0.378,"Country"
"20082",42644,"Love and Theft","Like I Feel It",37,0.0484,0.612,210347,0.876,0,"D",0.205,-6.439,"Major",0.037,"156.02","4-Apr",0.634,"Country"
"20089",86583,"641","Plane Crazy",40,0.401,0.558,206289,0.697,0,"A",0.366,-5.584,"Major",0.0389,"?","4-Apr",0.416,"Country"
"20096",54707,"Chris Janson","Everybody",50,0.0142,0.644,172147,0.743,0,"D",0.286,-5.747,"Major",0.0287,"95.999","4-Apr",0.828,"Country"
"20102",62726,"Johnny Paycheck","Fifteen Beers",38,0.224,0.693,158733,0.572,0,"C",0.158,-9.454,"Major",0.0329,"139.741","4-Apr",0.894,"Country"
"20117",38630,"The Judds","Love Can Build A Bridge",43,0.772,0.568,321373,0.0985,1.18e-06,"B",0.0917,-15.643,"Major",0.0322,"132.77","4-Apr",0.194,"Country"
"20120",24835,"Dustin Lynch","Where It's At - Live from Spotify NYC",37,0.248,0.59,212584,0.877,0,"F",0.894,-4.411,"Minor",0.126,"78.023","4-Apr",0.926,"Country"
"20125",69510,"Chris Stapleton","Up To No Good Livin'",55,0.349,0.446,245693,0.519,0.00599,"C",0.249,-7.585,"Major",0.0274,"151.267","3-Apr",0.383,"Country"
"20132",50584,"Langhorne Slim","Alligator Girl",52,0.948,0.522,239960,0.296,0.619,"G",0.105,-10.46,"Major",0.0302,"67.012","4-Apr",0.399,"Country"
"20145",56571,"Jamey Johnson","The Dollar",47,0.115,0.665,179147,0.727,0,"D",0.139,-4.713,"Major",0.0353,"94.021","3-Apr",0.572,"Country"
"20148",74435,"Toby Keith","Made In America",60,0.0413,0.497,193133,0.726,0,"A",0.109,-6.08,"Major",0.0303,"172.107","4-Apr",0.356,"Country"
"20157",39083,"Alan Jackson","Midnight In Montgomery",48,0.484,0.591,225227,0.334,3.24e-06,"D",0.11,-8.3,"Minor",0.0276,"139.965","4-Apr",0.145,"Country"
"20170",23747,"Colt Ford","Drop Zone Theme Song",47,0.0321,0.619,174566,0.89,0,"D",0.417,-6.303,"Major",0.0756,"142.055","4-Apr",0.644,"Country"
"20182",61130,"LOCASH","Shipwrecked",36,0.0321,0.501,173493,0.835,0,"A",0.132,-3.398,"Major",0.0365,"124.899","4-Apr",0.59,"Country"
"20184",69706,"Turnpike Troubadours","7 & 7",60,0.0227,0.401,289653,0.802,0,"A",0.338,-5.278,"Major",0.0294,"191.093","4-Apr",0.849,"Country"
"20190",56878,"George Strait","Carrying Your Love With Me - Edit",43,0.318,0.634,187680,0.48,0,"A#",0.155,-9.704,"Major",0.0278,"?","4-Apr",0.347,"Country"
"20212",81744,"empty_field","Bein' a Dad",35,0.544,0.68,225987,0.441,8.46e-05,"A#",0.0897,-9.005,"Major",0.0283,"?","4-Apr",0.211,"Country"
"20220",88700,"Kelsea Ballerini","Stilettos",50,0.192,0.557,206107,0.703,0,"E",0.127,-6.481,"Major",0.0619,"141.097","4-Apr",0.352,"Country"
"20241",65681,"Miranda Lambert","More Like Her",52,0.238,0.556,208867,0.393,0,"B",0.0979,-6.589,"Major",0.025,"?","4-Apr",0.213,"Country"
"20252",82541,"Carrie Underwood","Good In Goodbye",46,0.522,0.332,-1,0.522,0,"C#",0.106,-4.749,"Major",0.0369,"163.697","4-Apr",0.171,"Country"
"20256",69306,"Willie Nelson","God's Problem Child",44,0.383,0.674,295760,0.432,0.32,"E",0.13,-10.444,"Minor",0.0254,"82.051","4-Apr",0.384,"Country"
"20260",77521,"Luke Bryan","Corner Booth",39,0.0223,0.502,198133,0.88,0,"C",0.355,-2.988,"Major",0.0539,"156.018","4-Apr",0.694,"Country"
"20262",55386,"Jameson Rodgers","Some Girls",57,0.0791,0.431,184893,0.831,0,"G#",0.312,-5.108,"Major",0.0474,"167.96","4-Apr",0.352,"Country"
"20280",24774,"Mitchell Tenpenny","Drunk Me - Acoustic",56,0.493,0.553,223307,0.508,0,"C",0.0847,-5.904,"Major",0.069,"85.70700000000001","4-Apr",0.524,"Country"
"20293",76617,"Blake Shelton","Ready to Roll",45,0.039,0.804,214973,0.649,2.91e-05,"C",0.123,-5.31,"Major",0.0309,"109.999","4-Apr",0.977,"Country"
"20298",34795,"Jelly Roll","New Orleans",47,0.0474,0.751,238068,0.658,0,"G#",0.291,-6.664,"Major",0.146,"116.96600000000001","4-Apr",0.261,"Country"
"20306",77940,"Outshyne","That Girl",37,0.119,0.578,216808,0.684,0.00063,"A#",0.144,-5.863,"Minor",0.0248,"?","4-Apr",0.432,"Country"
"20312",61252,"Phil Vassar","Six-Pack Summer",40,0.508,0.725,219827,0.733,0,"C",0.173,-6.66,"Major",0.0242,"100.311","4-Apr",0.843,"Country"
"20320",31120,"Trisha Yearwood","Perfect Love - Single Version",45,0.0233,0.755,-1,0.599,0,"F",0.166,-6.282,"Major",0.0331,"129.85399999999998","4-Apr",0.795,"Country"
"20336",41964,"Zac Brown Band","Wildfire",48,0.144,0.627,166120,0.637,0,"C#",0.0881,-4.716,"Major",0.0301,"84.992","4-Apr",0.828,"Country"
"20341",63115,"Walker McGuire","Mama's Kitchen Table",47,0.347,0.498,-1,0.63,0,"B",0.153,-5.607,"Major",0.0322,"75.056","3-Apr",0.186,"Country"
"20345",64216,"Keith Urban","Texas Time",49,0.106,0.856,291800,0.651,3.55e-05,"D#",0.0504,-5.752,"Major",0.0465,"113.008","4-Apr",0.852,"Country"
"20352",59452,"Johnny Cash","The Highwayman",42,0.62,0.669,180427,0.408,0.0174,"B",0.105,-14.476,"Minor",0.0396,"101.37899999999999","4-Apr",0.459,"Country"
"20355",64517,"Eric Church","Drink In My Hand - Live",36,0.03,0.506,293613,0.991,0.107,"C",0.979,-3.109,"Major",0.0624,"113.729","4-Apr",0.398,"Country"
"20382",57613,"David Allan Coe","A Sad Country Song",36,0.474,0.514,142107,0.401,0,"A",0.153,-9.414,"Major",0.0308,"110.641","3-Apr",0.464,"Country"
"20398",20126,"Randy Houser","Same Ole Saturday Night",40,0.0982,0.645,211227,0.804,1.2e-06,"G",0.143,-3.78,"Major",0.0484,"89.993","4-Apr",0.687,"Country"
